Title,Topic,Timestamp,Link
’شیطان کے زیرِ اثر‘ لڑکے کی کہانی جس سے متاثر ہو کر فلم ’دی ایکسوسسٹ‘ بنی,ورلڈ,2023-12-21,https://www.bbc.com/urdu/articles/czv54ezy9jpo
ایران سے آنے والے ڈرون نے انڈیا کے ساحل کے قریب کیمیکل ٹینکر کو نشانہ بنایا: امریکہ,ورلڈ,2023-12-21,https://www.bbc.com/urdu/articles/c51zgd2e3dzo
دو بچہ دانیاں اور دونوں میں حمل، وہ خاتون جس نے دو دن میں دو بچوں کو جنم دیا,ورلڈ,2023-12-21,https://www.bbc.com/urdu/articles/c51zp2ylnqgo
"ویڈیو, غزہ: جنگ بندی ہی کرسمس کا تحفہ ہو گادورانیہ, 6,30",ورلڈ,2023-12-21,https://www.bbc.com/urdu/articles/cjlg7p51nrjo
پارٹنر سے جھگڑے کے بعد سیکس کرنے والے شخص کو کتے نے کاٹ لیا، عدالت کا کتے کو زہر دے کر مارنے کا حکم,ورلڈ,2023-12-21,https://www.bbc.com/urdu/articles/c72ykk7848ro
کینیڈا سے خفا لیکن امریکہ کو یقین دہانیاں، کیا امریکہ میں سکھ رہنما کے قتل کی سازش کا معاملہ انڈیا کے لیے مصیبت بن سکتا ہے؟,ورلڈ,2023-12-21,https://www.bbc.com/urdu/articles/c03y1jn9ne0o
"ویڈیو, ترکی میں زیتون کا تیل نکالنے کی چار سو برس پرانی روایتدورانیہ, 2,33",ورلڈ,2023-12-21,https://www.bbc.com/urdu/articles/clkwn12lnp9o
جمال خاشقجی: استنبول میں سعودی قونصل خانے میں قتل ہونے والے صحافی کی اہلیہ کو امریکہ میں سیاسی پناہ مل گئی,ورلڈ,2023-12-21,https://www.bbc.com/urdu/articles/czr8e0n02v2o
پراگ کی یونیورسٹی میں فائرنگ سے 14 افراد ہلاک: ’حملہ آور کے داخل ہونے سے پہلے دروازہ بند کر دیا‘,ورلڈ,2023-12-21,https://www.bbc.com/urdu/articles/ceq4lvqz583o
تیز دھار چاقو سے اپنی ’دوست‘ کا بہیمانہ قتل کرنے والے دو نابالغ جنھیں ’قتل کرنے کی ہوس‘ تھی,ورلڈ,2023-12-21,https://www.bbc.com/urdu/articles/cv2d8gwdwwlo
غزہ سے نقل مکانی: ’میں نے 10 لاشیں دیکھیں، ایک سر کٹی لاش کے ہاتھوں نے ابھی تک کار سٹیئرنگ تھام رکھا تھا‘,ورلڈ,2023-12-21,https://www.bbc.com/urdu/articles/c0vy4v455lqo
عبداللہ شفیق کے ہاتھوں سے پھسلتی تاریخ، سمیع چوہدری کا کالم,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/c03y6w1dz1go
مگر کمنز نے دن کا حلیہ بدل دیا: سمیع چوہدری کا کالم,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/c902kdq7y1zo
’اب کیا وارنر ہاتھوں میں گیند تھمائے؟‘ آسٹریلوی اوپنر کی قسمت جو اکثر پاکستان کے خلاف ان کا ساتھ دیتی ہے,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/cye6kjep0pwo
آئی پی ایل کے پہلے قبائلی کھلاڑی رابن منز: ’سلیکشن کے بعد ماں کو فون کیا تو وہ رونے لگیں، پاپا بھی رونے لگے‘,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/cxe4jxz8p49o
لیکن مچل سٹارک کو کون بتلائے؟: سمیع چوہدری کا کالم,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/c03yn4r1xwro
غزہ کی حمایت پر آئی سی سی کی سرزنش: ’میرا کوئی خفیہ ایجنڈا نہیں ہے لیکن یہ انسانی حقوق کا معاملہ ہے‘،عثمان خواجہ,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/c972e91v7ezo
جنسی ہراسانی کے ملزم برج بھوشن کے قریبی ساتھی انڈین ریسلنگ فیڈریشن کے نئے صدر: ساکشی ملک نے ریسلنگ کو ہی خیرباد کہہ دیا,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/c4ny0qj14yro
’اس عمر میں اتنے پیسے۔۔۔‘ وہ نوجوان انڈین کھلاڑی جنھیں آئی پی ایل کی نیلامی نے کروڑ پتی بنا دیا,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/cevq5dz545ro
